 0036   0.100038E+00   0.317059E+09   0.316937E+10   0.123011E+10   0.425372E+13
 0037   0.102134E+00   0.325618E+09   0.408394E+10   0.132237E+10   0.405105E+13
 0038   0.109408E+00   0.339743E+09   0.194196E+10   0.132926E+10   0.385867E+13
 0039   0.117774E+00   0.355552E+09   0.188970E+10   0.132790E+10   0.367799E+13
 0040   0.126421E+00   0.372442E+09   0.195331E+10   0.133052E+10   0.350898E+13
 0041   0.135604E+00   0.390716E+09   0.198980E+10   0.138514E+10   0.335148E+13
 0042   0.148412E+00   0.415497E+09   0.193493E+10   0.134750E+10   0.320647E+13
 0043   0.160364E+00   0.439471E+09   0.200580E+10   0.133369E+10   0.307409E+13
 0044   0.173231E+00   0.464333E+09   0.193220E+10   0.131681E+10   0.295280E+13
 0045   0.187025E+00   0.490013E+09   0.186165E+10   0.130087E+10   0.284135E+13
 0046   0.201668E+00   0.516708E+09   0.182309E+10   0.128352E+10   0.273865E+13
 0047   0.215800E+00   0.543407E+09   0.188928E+10   0.127560E+10   0.264391E+13
 0048   0.232218E+00   0.572146E+09   0.175039E+10   0.125537E+10   0.255617E+13
 0049   0.248186E+00   0.600897E+09   0.180059E+10   0.124262E+10   0.247490E+13
 0050   0.265006E+00   0.630506E+09   0.176037E+10   0.122929E+10   0.239941E+13
 0051   0.283307E+00   0.661479E+09   0.169239E+10   0.121195E+10   0.232909E+13
 0052   0.302157E+00   0.693197E+09   0.168270E+10   0.119706E+10   0.226351E+13
 0053   0.321899E+00   0.725846E+09   0.165374E+10   0.118168E+10   0.220225E+13
 0054   0.342032E+00   0.759106E+09   0.165208E+10   0.116852E+10   0.214496E+13
 0055   0.362652E+00   0.792967E+09   0.164216E+10   0.115793E+10   0.209129E+13
 0056   0.384093E+00   0.827703E+09   0.162003E+10   0.114728E+10   0.204093E+13
 0057   0.406192E+00   0.863236E+09   0.160789E+10   0.113683E+10   0.199360E+13
 0058   0.430995E+00   0.900677E+09   0.150953E+10   0.112144E+10   0.194901E+13
 0059   0.455091E+00   0.938105E+09   0.155328E+10   0.111227E+10   0.190703E+13
 0060   0.482011E+00   0.977744E+09   0.147251E+10   0.109672E+10   0.186737E+13
 0061   0.507944E+00   0.101708E+10   0.151697E+10   0.108866E+10   0.182997E+13
 0062   0.537724E+00   0.105926E+10   0.141615E+10   0.107189E+10   0.179454E+13
 0063   0.566131E+00   0.110098E+10   0.146864E+10   0.106306E+10   0.176107E+13
 0064   0.595987E+00   0.114404E+10   0.144246E+10   0.105371E+10   0.172936E+13
 0065   0.627727E+00   0.118862E+10   0.140444E+10   0.104339E+10   0.169928E+13
 0066   0.660740E+00   0.123463E+10   0.139375E+10   0.103332E+10   0.167075E+13
 0067   0.695536E+00   0.128220E+10   0.136711E+10   0.102272E+10   0.164366E+13
 0068   0.729300E+00   0.132984E+10   0.141104E+10   0.101758E+10   0.161796E+13
 0069   0.767685E+00   0.138070E+10   0.132502E+10   0.100638E+10   0.159351E+13
 0070   0.808228E+00   0.143341E+10   0.129986E+10   0.993847E+09   0.157026E+13
 0071   0.847754E+00   0.148627E+10   0.133740E+10   0.987697E+09   0.154818E+13
 0072   0.892619E+00   0.154286E+10   0.126145E+10   0.974408E+09   0.152714E+13
 0073   0.935645E+00   0.159903E+10   0.130535E+10   0.969071E+09   0.150715E+13
 0074   0.980808E+00   0.165750E+10   0.129480E+10   0.964812E+09   0.148811E+13
 0075   0.102804E+01   0.171845E+10   0.129029E+10   0.960588E+09   0.146999E+13
 0076   0.107985E+01   0.178317E+10   0.124928E+10   0.955656E+09   0.145274E+13
 0077   0.113459E+01   0.185153E+10   0.124883E+10   0.947264E+09   0.143635E+13
 0078   0.119290E+01   0.192281E+10   0.122241E+10   0.940516E+09   0.142078E+13
 0079   0.125508E+01   0.199792E+10   0.120788E+10   0.932331E+09   0.140599E+13
 0080   0.131931E+01   0.207581E+10   0.121283E+10   0.926144E+09   0.139198E+13
 0081   0.138613E+01   0.215678E+10   0.121159E+10   0.920052E+09   0.137869E+13
 0082   0.145577E+01   0.224079E+10   0.120642E+10   0.917884E+09   0.136610E+13
