   0.000000000E+00  -1.859889260E+51   1.117583452E+51   5.080078232E+48  -7.372257305E+50   0.000000000E+00
   1.700432132E+03  -1.712524125E+49   5.065660121E+49   1.397280458E+51   1.430811818E+51   2.168037548E+51
   3.401163739E+03  -8.875366492E+48   2.583478502E+49   1.414691510E+51   1.431650929E+51   2.168876659E+51
   5.101672313E+03  -6.008191753E+48   1.933222234E+49   1.419112906E+51   1.432436937E+51   2.169662667E+51
   6.801913727E+03  -4.546125416E+48   1.689557342E+49   1.420784311E+51   1.433133759E+51   2.170359489E+51
   8.501085411E+03  -3.658271084E+48   1.591839014E+49   1.421488372E+51   1.433748491E+51   2.170974222E+51
   1.020669286E+04  -3.059407071E+48   1.558695898E+49   1.421766240E+51   1.434293792E+51   2.171519522E+51
   1.190515417E+04  -2.631024861E+48   1.557622778E+49   1.421829728E+51   1.434774930E+51   2.172000661E+51
   1.361650006E+04  -2.305910859E+48   1.573358171E+49   1.421778275E+51   1.435205946E+51   2.172431677E+51
   1.531774998E+04  -2.053756838E+48   1.597904066E+49   1.421663015E+51   1.435588299E+51   2.172814029E+51
   1.701831056E+04  -1.851559225E+48   1.627045529E+49   1.421511761E+51   1.435930657E+51   2.173156388E+51
   1.871502668E+04  -1.685918881E+48   1.658351080E+49   1.421340734E+51   1.436238326E+51   2.173464057E+51
   2.040140473E+04  -1.548304953E+48   1.690277262E+49   1.421160179E+51   1.436514647E+51   2.173740377E+51
   2.212030088E+04  -1.429421992E+48   1.722845153E+49   1.420968788E+51   1.436767817E+51   2.173993548E+51
   2.383571740E+04  -1.327730130E+48   1.755060888E+49   1.420769634E+51   1.436992512E+51   2.174218243E+51
   2.552758070E+04  -1.240695504E+48   1.786492052E+49   1.420564956E+51   1.437189181E+51   2.174414911E+51
   2.720384841E+04  -1.165036329E+48   1.817307270E+49   1.420354978E+51   1.437363014E+51   2.174588745E+51
   2.895433448E+04  -1.095326298E+48   1.849123075E+49   1.420130046E+51   1.437525951E+51   2.174751681E+51
   3.067205806E+04  -1.034583633E+48   1.879959955E+49   1.419905922E+51   1.437670938E+51   2.174896669E+51
   3.231209527E+04  -9.826040834E+47   1.908976748E+49   1.419690863E+51   1.437798026E+51   2.175023757E+51
   3.402209527E+04  -9.339454977E+47   1.938630774E+49   1.419467747E+51   1.437920109E+51   2.175145840E+51
   3.573209527E+04  -8.898991847E+47   1.967789244E+49   1.419246541E+51   1.438034534E+51   2.175260265E+51
   3.744209527E+04  -8.498387882E+47   1.996425632E+49   1.419028197E+51   1.438142614E+51   2.175368345E+51
   3.915209527E+04  -8.132464799E+47   2.024526362E+49   1.418813326E+51   1.438245343E+51   2.175471073E+51
   4.086209527E+04  -7.796904263E+47   2.052067419E+49   1.418602332E+51   1.438343316E+51   2.175569047E+51
   4.257209527E+04  -7.488076470E+47   2.079050269E+49   1.418395448E+51   1.438437143E+51   2.175662874E+51
   4.428209527E+04  -7.202908156E+47   2.105489759E+49   1.418192795E+51   1.438527401E+51   2.175753132E+51
   4.599209527E+04  -6.938779848E+47   2.131391939E+49   1.417994416E+51   1.438614457E+51   2.175840188E+51
   4.760709527E+04  -6.706615934E+47   2.155369589E+49   1.417810975E+51   1.438694010E+51   2.175919740E+51
   4.931709527E+04  -6.477246929E+47   2.180253525E+49   1.417620849E+51   1.438775660E+51   2.176001390E+51
   5.102709527E+04  -6.263141174E+47   2.204612573E+49   1.417434876E+51   1.438854687E+51   2.176080418E+51
   5.273709527E+04  -6.062823714E+47   2.228466652E+49   1.417252959E+51   1.438931344E+51   2.176157074E+51
   5.444709527E+04  -5.875003744E+47   2.251840648E+49   1.417074996E+51   1.439005902E+51   2.176231633E+51
   5.615709527E+04  -5.698546735E+47   2.274748603E+49   1.416900864E+51   1.439078495E+51   2.176304226E+51
   5.786709527E+04  -5.532451475E+47   2.297205083E+49   1.416730422E+51   1.439149227E+51   2.176374958E+51
   5.957709527E+04  -5.375831042E+47   2.319225163E+49   1.416563505E+51   1.439218174E+51   2.176443904E+51
   6.124925590E+04  -5.233963089E+47   2.339902888E+49   1.416405155E+51   1.439280788E+51   2.176506518E+51
   6.299026932E+04  -5.088489501E+47   2.361886817E+49   1.416240143E+51   1.439350162E+51   2.176575893E+51
   6.460526932E+04  -4.963048824E+47   2.381518502E+49   1.416091258E+51   1.439410138E+51   2.176635869E+51
   6.631526932E+04  -4.836850571E+47   2.401935097E+49   1.415936250E+51   1.439471915E+51   2.176697646E+51
   6.802526932E+04  -4.716961376E+47   2.421982557E+49   1.415783794E+51   1.439531923E+51   2.176757654E+51
   6.973526932E+04  -4.602919536E+47   2.441672488E+49   1.415633752E+51   1.439590185E+51   2.176815916E+51
   7.144526932E+04  -4.494307336E+47   2.460993008E+49   1.415485997E+51   1.439646496E+51   2.176872227E+51
   7.315526932E+04  -4.390745928E+47   2.479977913E+49   1.415340411E+51   1.439701115E+51   2.176926846E+51
   7.486526932E+04  -4.291890917E+47   2.498642618E+49   1.415196890E+51   1.439754127E+51   2.176979858E+51
   7.657526932E+04  -4.197428526E+47   2.516999536E+49   1.415055338E+51   1.439805590E+51   2.177031321E+51
