   0.000000000E+00   0.233003818E+06   0.165097774E+01   0.370977743E+00   0.930977743E+00   0.153097774E+01   0.194097774E+01   0.231097774E+01  -0.399022257E+00   0.930977743E+00   0.128097774E+01   0.144097774E+01   0.162097774E+01
   0.170012592E+04   0.271439257E+05  -0.105586020E+02  -0.114377141E+02  -0.110846767E+02  -0.106555646E+02  -0.103255646E+02  -0.100155646E+02  -0.122277141E+02  -0.110546767E+02  -0.108486020E+02  -0.107686020E+02  -0.106655646E+02
   0.340054987E+04   0.216491970E+05  -0.111779163E+02  -0.119206111E+02  -0.116392637E+02  -0.112679163E+02  -0.109672426E+02  -0.106765689E+02  -0.127206111E+02  -0.116092637E+02  -0.114385900E+02  -0.113879163E+02  -0.113165689E+02
   0.510094585E+04   0.181713114E+05  -0.114700906E+02  -0.120831579E+02  -0.118721355E+02  -0.115456019E+02  -0.112800906E+02  -0.110045794E+02  -0.128886692E+02  -0.118221355E+02  -0.117111131E+02  -0.116856019E+02  -0.116345794E+02
   0.680116499E+04   0.160924013E+05  -0.116524160E+02  -0.121593452E+02  -0.120068142E+02  -0.117224160E+02  -0.114742832E+02  -0.112261505E+02  -0.129693452E+02  -0.119549470E+02  -0.118705487E+02  -0.118642832E+02  -0.118361505E+02
   0.850218069E+04   0.147588117E+05  -0.117911136E+02  -0.122067295E+02  -0.121039215E+02  -0.118568155E+02  -0.116254116E+02  -0.113854116E+02  -0.130167295E+02  -0.120396235E+02  -0.119925175E+02  -0.120068155E+02  -0.119954116E+02
   0.102007266E+05   0.138833776E+05  -0.119019700E+02  -0.122445242E+02  -0.121797719E+02  -0.119619700E+02  -0.117450196E+02  -0.115111186E+02  -0.130575737E+02  -0.121097719E+02  -0.120858709E+02  -0.121119700E+02  -0.121180691E+02
   0.119022441E+05   0.132264894E+05  -0.119947007E+02  -0.122753686E+02  -0.122449975E+02  -0.120547007E+02  -0.118446265E+02  -0.116244780E+02  -0.130952944E+02  -0.121749975E+02  -0.121648491E+02  -0.122047007E+02  -0.122245522E+02
   0.136014758E+05   0.126829738E+05  -0.120743675E+02  -0.123001769E+02  -0.123002828E+02  -0.121283463E+02  -0.119364098E+02  -0.117224310E+02  -0.131261981E+02  -0.122242616E+02  -0.122323251E+02  -0.122903886E+02  -0.123164098E+02
   0.153058687E+05   0.121995977E+05  -0.121449999E+02  -0.123194863E+02  -0.123472431E+02  -0.121934485E+02  -0.120165513E+02  -0.118081026E+02  -0.131494863E+02  -0.122656917E+02  -0.122918972E+02  -0.123634485E+02  -0.123965513E+02
   0.170071199E+05   0.117624781E+05  -0.122111738E+02  -0.123330522E+02  -0.123871130E+02  -0.122543616E+02  -0.120879859E+02  -0.118847981E+02  -0.131630522E+02  -0.123003009E+02  -0.123475495E+02  -0.124243616E+02  -0.124679859E+02
   0.187046595E+05   0.113649363E+05  -0.122706641E+02  -0.123418320E+02  -0.124203921E+02  -0.123089521E+02  -0.121523761E+02  -0.119558002E+02  -0.131718320E+02  -0.123303921E+02  -0.123972401E+02  -0.124806641E+02  -0.125340881E+02
   0.204048757E+05   0.110072525E+05  -0.123249496E+02  -0.123453429E+02  -0.124469823E+02  -0.123586217E+02  -0.122112775E+02  -0.120239333E+02  -0.131753429E+02  -0.123569823E+02  -0.124422938E+02  -0.125349496E+02  -0.125976054E+02
   0.221010668E+05   0.106884540E+05  -0.123743150E+02  -0.123491025E+02  -0.124724195E+02  -0.124043150E+02  -0.122652627E+02  -0.120862104E+02  -0.131795763E+02  -0.123819456E+02  -0.124833672E+02  -0.125847888E+02  -0.126557365E+02
   0.238007839E+05   0.104106978E+05  -0.124175038E+02  -0.123500149E+02  -0.125002351E+02  -0.124475038E+02  -0.123161382E+02  -0.121447725E+02  -0.131843321E+02  -0.124059179E+02  -0.125188695E+02  -0.126318210E+02  -0.127104553E+02
   0.255022427E+05   0.101699912E+05  -0.124594279E+02  -0.123553017E+02  -0.125288365E+02  -0.124894279E+02  -0.123647235E+02  -0.122000192E+02  -0.131929495E+02  -0.124311887E+02  -0.125541322E+02  -0.126770757E+02  -0.127623714E+02
   0.272144368E+05   0.995993299E+04  -0.125012752E+02  -0.123635472E+02  -0.125577084E+02  -0.125306808E+02  -0.124124642E+02  -0.122536531E+02  -0.132035472E+02  -0.124571140E+02  -0.125894918E+02  -0.127212752E+02  -0.128130586E+02
   0.289092244E+05   0.977980730E+04  -0.125437710E+02  -0.123713006E+02  -0.125841692E+02  -0.125705040E+02  -0.124603049E+02  -0.123068388E+02  -0.132113006E+02  -0.124809023E+02  -0.126239701E+02  -0.127637710E+02  -0.128635718E+02
   0.306069865E+05   0.962160871E+04  -0.125853165E+02  -0.123823330E+02  -0.126116318E+02  -0.126097024E+02  -0.125065447E+02  -0.123577730E+02  -0.132223330E+02  -0.125060177E+02  -0.126584742E+02  -0.128053165E+02  -0.129121588E+02
   0.323036413E+05   0.948279629E+04  -0.126261524E+02  -0.123963950E+02  -0.126401105E+02  -0.126484787E+02  -0.125514997E+02  -0.124068470E+02  -0.132363950E+02  -0.125324369E+02  -0.126931314E+02  -0.128461524E+02  -0.129591733E+02
   0.340192237E+05   0.936004869E+04  -0.126675492E+02  -0.124141165E+02  -0.126705803E+02  -0.126880544E+02  -0.125965389E+02  -0.124555285E+02  -0.132541165E+02  -0.125610854E+02  -0.127290648E+02  -0.128875492E+02  -0.130060337E+02
   0.357171689E+05   0.925421697E+04  -0.127082711E+02  -0.124311391E+02  -0.127002762E+02  -0.127271290E+02  -0.126405554E+02  -0.125028396E+02  -0.132734234E+02  -0.125891340E+02  -0.127648447E+02  -0.129282711E+02  -0.130505554E+02
   0.374002273E+05   0.916248797E+04  -0.127485710E+02  -0.124495467E+02  -0.127303597E+02  -0.127659694E+02  -0.126837743E+02  -0.125489775E+02  -0.132947499E+02  -0.126177580E+02  -0.128007662E+02  -0.129685710E+02  -0.130937743E+02
   0.391007696E+05   0.908027596E+04  -0.127893089E+02  -0.124706636E+02  -0.127619411E+02  -0.128053992E+02  -0.127271283E+02  -0.125949477E+02  -0.133184829E+02  -0.126480314E+02  -0.128375798E+02  -0.130093089E+02  -0.131371283E+02
   0.408083591E+05   0.900626128E+04  -0.128293678E+02  -0.124930578E+02  -0.127937565E+02  -0.128442805E+02  -0.127695425E+02  -0.126397171E+02  -0.133432325E+02  -0.126786692E+02  -0.128741058E+02  -0.130493678E+02  -0.131795425E+02
   0.425115771E+05   0.894082642E+04  -0.128690143E+02  -0.125170874E+02  -0.128261151E+02  -0.128828858E+02  -0.128112712E+02  -0.126835281E+02  -0.133693443E+02  -0.127099866E+02  -0.129106289E+02  -0.130890143E+02  -0.132212712E+02
   0.442285451E+05   0.888213079E+04  -0.129091191E+02  -0.125431837E+02  -0.128596826E+02  -0.129220567E+02  -0.128532438E+02  -0.127273685E+02  -0.133973084E+02  -0.127426202E+02  -0.129479320E+02  -0.131291191E+02  -0.132632438E+02
   0.459188514E+05   0.883069707E+04  -0.129485514E+02  -0.125703406E+02  -0.128933864E+02  -0.129606706E+02  -0.128943128E+02  -0.127700742E+02  -0.134261021E+02  -0.127755056E+02  -0.129849092E+02  -0.131685514E+02  -0.133043128E+02
   0.476019591E+05   0.878515240E+04  -0.129876803E+02  -0.125985997E+02  -0.129274427E+02  -0.129990749E+02  -0.129348910E+02  -0.128121018E+02  -0.134558104E+02  -0.128088373E+02  -0.130218641E+02  -0.132076803E+02  -0.133448910E+02
   0.493035720E+05   0.874401460E+04  -0.130270560E+02  -0.126281574E+02  -0.129622366E+02  -0.130377961E+02  -0.129755758E+02  -0.128540957E+02  -0.134866772E+02  -0.128429767E+02  -0.130592763E+02  -0.132470560E+02  -0.133855758E+02
   0.510185391E+05   0.870638611E+04  -0.130656831E+02  -0.126578039E+02  -0.129966728E+02  -0.130758245E+02  -0.130154003E+02  -0.128951176E+02  -0.135175211E+02  -0.128768142E+02  -0.130961073E+02  -0.132856831E+02  -0.134254003E+02
   0.527019829E+05   0.867318670E+04  -0.131030962E+02  -0.126868748E+02  -0.130301929E+02  -0.131126815E+02  -0.130539258E+02  -0.129347553E+02  -0.135468748E+02  -0.129097782E+02  -0.131318520E+02  -0.133230962E+02  -0.134643405E+02
   0.544241963E+05   0.864268974E+04  -0.131412303E+02  -0.127172051E+02  -0.130646852E+02  -0.131502953E+02  -0.130931003E+02  -0.129749703E+02  -0.135772051E+02  -0.129437502E+02  -0.131684253E+02  -0.133612303E+02  -0.135040353E+02
   0.561412033E+05   0.861529019E+04  -0.131790121E+02  -0.127479759E+02  -0.130991952E+02  -0.131876097E+02  -0.131318170E+02  -0.130146218E+02  -0.136079759E+02  -0.129777928E+02  -0.132048049E+02  -0.133990121E+02  -0.135432194E+02
   0.578014354E+05   0.859133595E+04  -0.132152161E+02  -0.127780503E+02  -0.131325387E+02  -0.132234051E+02  -0.131688382E+02  -0.130524603E+02  -0.136380503E+02  -0.130107277E+02  -0.132397830E+02  -0.134352161E+02  -0.135806493E+02
   0.595314315E+05   0.856848105E+04  -0.132525589E+02  -0.128095448E+02  -0.131671523E+02  -0.132603579E+02  -0.132069607E+02  -0.130913626E+02  -0.136695448E+02  -0.130449514E+02  -0.132759560E+02  -0.134725589E+02  -0.136191617E+02
   0.612380035E+05   0.854702661E+04  -0.132881471E+02  -0.128396431E+02  -0.132001786E+02  -0.132955802E+02  -0.132432809E+02  -0.131284148E+02  -0.136996431E+02  -0.130776117E+02  -0.133104463E+02  -0.135081471E+02  -0.136558479E+02
   0.629131608E+05   0.852778883E+04  -0.133226671E+02  -0.128692405E+02  -0.132324014E+02  -0.133297720E+02  -0.132784573E+02  -0.131642475E+02  -0.137292405E+02  -0.131095063E+02  -0.133439818E+02  -0.135426671E+02  -0.136913524E+02
   0.646007342E+05   0.851024872E+04  -0.133572019E+02  -0.128992870E+02  -0.132648416E+02  -0.133640075E+02  -0.133135905E+02  -0.131999792E+02  -0.137592870E+02  -0.131416473E+02  -0.133776189E+02  -0.135772019E+02  -0.137267848E+02
   0.663519057E+05   0.849385592E+04  -0.133926822E+02  -0.129305726E+02  -0.132983644E+02  -0.133992082E+02  -0.133496301E+02  -0.132365780E+02  -0.137905726E+02  -0.131748904E+02  -0.134122602E+02  -0.136126822E+02  -0.137631041E+02
   0.680015547E+05   0.847998334E+04  -0.134257226E+02  -0.129600632E+02  -0.133297482E+02  -0.134320119E+02  -0.133831438E+02  -0.132705650E+02  -0.138200632E+02  -0.132060376E+02  -0.134445907E+02  -0.136457226E+02  -0.137968544E+02
   0.697084350E+05   0.846693879E+04  -0.134594840E+02  -0.129904868E+02  -0.133619520E+02  -0.134655509E+02  -0.134173503E+02  -0.133052166E+02  -0.138504868E+02  -0.132380188E+02  -0.134776846E+02  -0.136794840E+02  -0.138312835E+02
   0.714150660E+05   0.845399769E+04  -0.134919575E+02  -0.130196488E+02  -0.133928801E+02  -0.134978036E+02  -0.134502653E+02  -0.133385731E+02  -0.138796488E+02  -0.132687262E+02  -0.135094957E+02  -0.137119575E+02  -0.138644192E+02
