  0.0000000000E+000  0.0000000000E+000
  1.7011336684E+003  2.9569856563E+040
  3.4012987266E+003  2.7315490301E+040
  5.1014678655E+003  2.4196026921E+040
  6.8021946882E+003  2.1608935312E+040
  8.5024615552E+003  1.9251252554E+040
  1.0203192111E+004  1.7329772105E+040
  1.1902908754E+004  1.5766690502E+040
  1.3603766729E+004  1.4487615622E+040
  1.5303053567E+004  1.3404945850E+040
  1.7006244549E+004  1.2469569944E+040
  1.8704906016E+004  1.1645558615E+040
  2.0406209727E+004  1.0925115717E+040
  2.2108411112E+004  1.0286680506E+040
  2.3810434320E+004  9.7135817974E+039
  2.5506933087E+004  9.2002839360E+039
  2.7211863053E+004  8.7336174408E+039
  2.8912101451E+004  8.3075825903E+039
  3.0618272180E+004  7.9169902212E+039
  3.2314731700E+004  7.5559047902E+039
  3.4019002179E+004  7.2173981746E+039
  3.5725040029E+004  6.9008343857E+039
  3.7426490592E+004  6.6041424278E+039
  3.9124911925E+004  6.3251777758E+039
  4.0829541255E+004  6.0621869021E+039
  4.2535318541E+004  5.8120142011E+039
  4.4223110891E+004  5.5758332497E+039
  4.5934215020E+004  5.3478976494E+039
  4.7630306640E+004  5.1327513298E+039
  4.9340493348E+004  4.9245957120E+039
  5.1051283473E+004  4.7253174200E+039
  5.2748551646E+004  4.5360506806E+039
  5.4447294543E+004  4.3541445653E+039
  5.6167741544E+004  4.1766945738E+039
  5.7862948647E+004  4.0080963861E+039
  5.9554493502E+004  3.8460270390E+039
  6.1272243672E+004  3.6875875093E+039
  6.2965916752E+004  3.5365262306E+039
  6.4668958195E+004  3.3894822751E+039
  6.6374273336E+004  3.2473566728E+039
  6.8073508672E+004  3.1097814002E+039
  6.9757132946E+004  2.9783435687E+039
  7.1473307433E+004  2.8490108630E+039
  7.3219535718E+004  2.7209452682E+039
  7.4927940364E+004  2.5999067649E+039
  7.6585784047E+004  2.4866573529E+039
  7.8321872719E+004  2.3710726226E+039
  7.9993071183E+004  2.2630832899E+039
  8.1740192286E+004  2.1539925572E+039
  8.3406119090E+004  2.0530461072E+039
  8.5143902494E+004  1.9510903389E+039
  8.6869840621E+004  1.8530520919E+039
  8.8577350418E+004  1.7591963632E+039
  9.0259245862E+004  1.6698502632E+039
  9.1969245862E+004  1.5822462005E+039
  9.3679245862E+004  1.4978701734E+039
  9.5389245862E+004  1.4164160626E+039
  9.7004245862E+004  1.3421864115E+039
  9.8714245862E+004  1.2663855474E+039
  1.0042424586E+005  1.1933806171E+039
  1.0213424586E+005  1.1232081326E+039
  1.0384424586E+005  1.0561895357E+039
  1.0555424586E+005  9.9226727168E+038
  1.0726424586E+005  9.3103036697E+038
  1.0897424586E+005  8.7291495116E+038
  1.1068424586E+005  8.1795855900E+038
  1.1229924586E+005  7.6916575880E+038
  1.1400924586E+005  7.2122399759E+038
  1.1571924586E+005  6.7702124331E+038
