1412 19
1.0 3.0 4.0 12.0 14.0 16.0 20.0 24.0 28.0 32.0 36.0 40.0 44.0 48.0 56.0 52.0 54.0 56.0 56.0
1.0 2.0 2.0 6.0 7.0 8.0 10.0 12.0 14.0 16.0 18.0 20.0 22.0 24.0 24.0 26.0 26.0 26.0 28.0
2.33256210518e+27 155288.627311 0.0 9.03752630451e-20 0.00296544714603 2.80478214168e-07 0.0 2.71896491194e-08 3.53196396214e-10 3.72015534889e-10 8.55376158374e-10 4.41614656227e-11 2.24473714532e-12 1.01533650626e-13 8.16768365227e-16 4.84906811695e-17 0.988455705185 0.0 0.0 0.0 0.0
6.99768432086e+27 301618.70562 0.0 8.80202260597e-20 0.00295736868596 2.78313548751e-07 0.0 2.68358800692e-08 3.47085234387e-10 3.63669998832e-10 8.318305849e-10 4.27537367225e-11 2.16392053905e-12 9.74691972684e-14 7.80842581414e-16 4.34325804496e-17 0.988455532729 0.0 0.0 0.0 0.0
1.28290872434e+28 424943.128272 0.0 8.77412281193e-20 0.00296880151301 2.80523475107e-07 0.0 2.7130339372e-08 3.52105855989e-10 3.69856758252e-10 8.48088084868e-10 4.371570949e-11 2.2193070054e-12 1.0027389147e-13 8.05857717136e-16 4.67745377156e-17 0.988446075288 0.0 0.0 0.0 0.0
2.27424723497e+28 544263.650199 0.0 8.77846943395e-20 0.00296908559419 2.80553820319e-07 0.0 2.71381816176e-08 3.52212842328e-10 3.70068416053e-10 8.48832859169e-10 4.37630265499e-11 2.22220065987e-12 1.00432253598e-13 8.07329230488e-16 4.70763673363e-17 0.988446075067 0.0 0.0 0.0 0.0
4.43186634366e+28 686597.976664 0.0 8.81003518106e-20 0.00296961974001 2.8062860881e-07 0.0 2.71559062869e-08 3.52471953712e-10 3.70539067761e-10 8.50421045831e-10 4.38628050339e-11 2.22822789977e-12 1.00756942471e-13 8.10319519955e-16 4.76580824117e-17 0.988446074424 0.0 0.0 0.0 0.0
6.70611351288e+28 819165.28503 0.0 8.44015036757e-20 0.00297804977748 2.82459548317e-07 0.0 2.74342009245e-08 3.57213349102e-10 3.76880041998e-10 8.68147403739e-10 4.49270926234e-11 2.28993501543e-12 1.03903790113e-13 8.38456480268e-16 5.17006018529e-17 0.988443765336 0.0 0.0 0.0 0.0
1.14295499427e+29 978085.407813 6.23600176626e-24 8.79959377179e-20 0.00298445945658 2.83814334932e-07 1.96350952042e-27 2.76447271266e-08 3.60776165027e-10 3.81745659125e-10 8.81987716302e-10 4.57640016898e-11 2.33880666684e-12 1.06418295623e-13 8.61074355206e-16 5.50957365782e-17 0.988442468898 0.0 0.0 0.0 0.0
1.58614162234e+29 1123233.09965 0.0 8.63566377657e-20 0.00299662090552 2.86453928897e-07 0.0 2.80486532037e-08 3.67692877076e-10 3.91064952647e-10 9.08242028542e-10 4.73513910468e-11 2.4315029251e-12 1.11181226536e-13 9.03941967242e-16 6.15632345156e-17 0.988438281307 0.0 0.0 0.0 0.0
2.37953932761e+29 1287841.15102 0.0 9.05905464727e-20 0.00334908054908 3.44528434319e-07 0.0 3.41336734858e-08 4.75369493778e-10 4.99211824751e-10 1.14180977071e-09 6.09954652513e-11 3.23878418739e-12 1.53530103482e-13 1.32960790779e-15 1.27295459187e-16 0.987627840197 0.0 0.0 0.0 0.0
3.81040113051e+29 1493883.71176 5.92788692104e-23 9.24107384394e-20 0.0033413563672 3.40407437647e-07 2.04411896067e-26 3.32826016508e-08 4.59460315608e-10 4.75958734633e-10 1.07387195213e-09 5.67763325205e-11 2.9865213674e-12 1.4031086647e-13 1.2098583413e-15 1.22161999125e-16 0.987627702623 0.0 0.0 0.0 0.0
6.5266328215e+29 1764457.15572 0.0 9.09562359289e-20 0.00333719730404 3.3766217641e-07 0.0 3.27385414564e-08 4.49178517539e-10 4.614782431e-10 1.03282965056e-09 5.42629208062e-11 2.83835814086e-12 1.32698054025e-13 1.14270320894e-15 1.1125565005e-16 0.987627436042 0.0 0.0 0.0 0.0
9.67414791261e+29 2042968.00269 0.0 9.09950820234e-20 0.00366507679643 4.14306964254e-07 0.0 4.45478859552e-08 6.73689903764e-10 7.59983878604e-10 1.86697353708e-09 1.07672281496e-10 6.1846710409e-12 3.17713251463e-13 3.01126079998e-15 3.89067709941e-16 0.987321707431 6.47443967257e-18 0.0 0.0 0.0
1.63626174814e+30 2405695.95707 0.0 9.71155006784e-20 0.00407637467575 5.19593857395e-07 0.0 6.32615710683e-08 1.0660343631e-09 1.34708487554e-09 3.7065245113e-09 2.38832244714e-10 1.53271422735e-11 8.80327628852e-13 9.33002340306e-15 1.34913009099e-15 0.986999839519 1.83328680396e-16 0.0 0.0 0.0
2.34445264375e+30 2764616.90335 0.0 9.19953717806e-20 0.00486513862406 7.41967731498e-07 0.0 1.10599496332e-07 2.20358063373e-09 3.34148126573e-09 1.1029322592e-08 8.50938982553e-10 6.53989160571e-11 4.50255587819e-12 5.72833786265e-14 9.92668609798e-15 0.986418925483 1.75832726296e-15 6.24592424757e-11 3.28325290287e-08 0.0
3.76083443472e+30 3213062.29902 0.0 8.63076246972e-20 0.00492257764088 7.55491689905e-07 0.0 1.13577686687e-07 2.27657459907e-09 3.48215732544e-09 1.16017207963e-08 9.03324067217e-10 7.01260106604e-11 4.8831797981e-12 6.30702452876e-14 1.10199109381e-14 0.986379044486 1.96894844711e-15 6.9822204547e-11 4.97259689337e-08 0.0
