   0.000000000E+00   0.700170686E+05  -0.277911951E+01  -0.394800286E+01  -0.344911951E+01  -0.289023615E+01  -0.250911951E+01  -0.215023615E+01  -0.471911951E+01  -0.343911951E+01  -0.312911951E+01  -0.298911951E+01  -0.283023615E+01
   0.170056657E+04   0.502618547E+05  -0.104886637E+02  -0.115900306E+02  -0.111200306E+02  -0.105986637E+02  -0.102272967E+02  -0.987866366E+01  -0.123700306E+02  -0.111100306E+02  -0.108286637E+02  -0.106986637E+02  -0.105572967E+02
   0.340085891E+04   0.392612478E+05  -0.117417086E+02  -0.127735570E+02  -0.123476328E+02  -0.118517086E+02  -0.114917086E+02  -0.111557845E+02  -0.135535570E+02  -0.123276328E+02  -0.120617086E+02  -0.119517086E+02  -0.118257845E+02
   0.510069523E+04   0.313591385E+05  -0.122788083E+02  -0.132299625E+02  -0.128425264E+02  -0.123825264E+02  -0.120388083E+02  -0.117250902E+02  -0.140099625E+02  -0.128162444E+02  -0.125825264E+02  -0.124925264E+02  -0.123788083E+02
   0.680047551E+04   0.268089870E+05  -0.126062996E+02  -0.134801770E+02  -0.131288845E+02  -0.127050072E+02  -0.123750072E+02  -0.120650072E+02  -0.142701770E+02  -0.130988845E+02  -0.128962996E+02  -0.128162996E+02  -0.127150072E+02
   0.850419270E+04   0.249460732E+05  -0.127754288E+02  -0.136093453E+02  -0.132773871E+02  -0.128664079E+02  -0.125454288E+02  -0.122444497E+02  -0.143993453E+02  -0.132473871E+02  -0.130564079E+02  -0.129854288E+02  -0.128944497E+02
   0.102046286E+05   0.236401688E+05  -0.129519683E+02  -0.137481070E+02  -0.134384238E+02  -0.130419683E+02  -0.127287406E+02  -0.124287406E+02  -0.145448792E+02  -0.134084238E+02  -0.132251961E+02  -0.131619683E+02  -0.130719683E+02
   0.119074957E+05   0.220987010E+05  -0.130763977E+02  -0.138306405E+02  -0.135435191E+02  -0.131663977E+02  -0.128628370E+02  -0.125692763E+02  -0.146306405E+02  -0.135135191E+02  -0.133399584E+02  -0.132863977E+02  -0.132092763E+02
   0.136101358E+05   0.206874050E+05  -0.131835304E+02  -0.138940230E+02  -0.136317275E+02  -0.132676289E+02  -0.129735304E+02  -0.126894319E+02  -0.146940230E+02  -0.135958260E+02  -0.134376289E+02  -0.133935304E+02  -0.133294319E+02
   0.153133531E+05   0.194818261E+05  -0.132723339E+02  -0.139397922E+02  -0.137033173E+02  -0.133523339E+02  -0.130713506E+02  -0.127913506E+02  -0.147443006E+02  -0.136588089E+02  -0.135223339E+02  -0.134868423E+02  -0.134268423E+02
   0.170086430E+05   0.184894771E+05  -0.133443532E+02  -0.139725365E+02  -0.137564754E+02  -0.134223838E+02  -0.131543532E+02  -0.128763227E+02  -0.147805670E+02  -0.137064754E+02  -0.135904143E+02  -0.135623838E+02  -0.135063227E+02
   0.187060801E+05   0.176393120E+05  -0.134138316E+02  -0.140016238E+02  -0.137990264E+02  -0.134851303E+02  -0.132238316E+02  -0.129525329E+02  -0.148029224E+02  -0.137490264E+02  -0.136464290E+02  -0.136251303E+02  -0.135825329E+02
   0.204144956E+05   0.169349010E+05  -0.134643013E+02  -0.140167721E+02  -0.138351249E+02  -0.135343013E+02  -0.132788895E+02  -0.130180660E+02  -0.148213603E+02  -0.137851249E+02  -0.136897131E+02  -0.136743013E+02  -0.136388895E+02
   0.221164252E+05   0.163320560E+05  -0.135052804E+02  -0.140270408E+02  -0.138658672E+02  -0.135752804E+02  -0.133249870E+02  -0.130744003E+02  -0.148367474E+02  -0.138158672E+02  -0.137255738E+02  -0.137152804E+02  -0.136849870E+02
   0.238025224E+05   0.158048049E+05  -0.135457888E+02  -0.140343898E+02  -0.138923321E+02  -0.136157888E+02  -0.133702744E+02  -0.131247599E+02  -0.148443898E+02  -0.138378465E+02  -0.137613032E+02  -0.137602744E+02  -0.137347599E+02
   0.255156019E+05   0.153354331E+05  -0.135828917E+02  -0.140415801E+02  -0.139166153E+02  -0.136528917E+02  -0.134116505E+02  -0.131704093E+02  -0.148515801E+02  -0.138578565E+02  -0.137941329E+02  -0.138016505E+02  -0.137804093E+02
   0.272154485E+05   0.149343179E+05  -0.136186421E+02  -0.140479641E+02  -0.139383031E+02  -0.136860574E+02  -0.134512269E+02  -0.132112269E+02  -0.148579641E+02  -0.138757184E+02  -0.138234726E+02  -0.138360574E+02  -0.138212269E+02
   0.289081253E+05   0.146067383E+05  -0.136501422E+02  -0.140538820E+02  -0.139570121E+02  -0.137143596E+02  -0.134859247E+02  -0.132459247E+02  -0.148638820E+02  -0.138912295E+02  -0.138485771E+02  -0.138643596E+02  -0.138559247E+02
   0.306213294E+05   0.143338114E+05  -0.136782478E+02  -0.140606735E+02  -0.139744607E+02  -0.137398010E+02  -0.135166946E+02  -0.132766946E+02  -0.148706735E+02  -0.139060139E+02  -0.138713542E+02  -0.138898010E+02  -0.138866946E+02
   0.323008578E+05   0.141098291E+05  -0.137036954E+02  -0.140675839E+02  -0.139909792E+02  -0.137636954E+02  -0.135443745E+02  -0.133057326E+02  -0.148782629E+02  -0.139209792E+02  -0.138923373E+02  -0.139136954E+02  -0.139150536E+02
   0.340257386E+05   0.139165907E+05  -0.137274333E+02  -0.140731165E+02  -0.140066258E+02  -0.137874333E+02  -0.135701351E+02  -0.133355389E+02  -0.148858183E+02  -0.139366258E+02  -0.139120295E+02  -0.139374333E+02  -0.139428370E+02
