  0.0000000000E+000  0.0000000000E+000
  1.7011779665E+003  3.0320611085E+041
  3.4023989404E+003  4.9313131657E+041
  5.1046736010E+003  4.4753086435E+041
  6.8050561062E+003  4.0404789059E+041
  8.5095622819E+003  3.9558473544E+041
  1.0209856676E+004  4.0630181125E+041
  1.1910221731E+004  3.8708148506E+041
  1.3617028133E+004  3.6532547487E+041
  1.5324738232E+004  3.4529902623E+041
  1.7024870747E+004  3.2782223785E+041
  1.8727184670E+004  3.1271299803E+041
  2.0440821899E+004  2.9975137390E+041
  2.2147152911E+004  2.8874057428E+041
  2.3838822820E+004  2.7939022438E+041
  2.5556131327E+004  2.7150297160E+041
  2.7258747263E+004  2.6525623650E+041
  2.8954179758E+004  2.6052906447E+041
  3.0670171251E+004  2.5709984460E+041
  3.2352430550E+004  2.5484738360E+041
  3.4080114240E+004  2.5331579187E+041
  3.5800232826E+004  2.5240919298E+041
  3.7502392169E+004  2.5192045920E+041
  3.9175837329E+004  2.5162083802E+041
  4.0867106613E+004  2.5161058548E+041
  4.2572072031E+004  2.5178560077E+041
  4.4286367757E+004  2.5216683793E+041
  4.6005405641E+004  2.5252499174E+041
  4.7724392775E+004  2.5297159992E+041
  4.9438351200E+004  2.5334903313E+041
  5.1142139813E+004  2.5374765602E+041
  5.2830478528E+004  2.5414410528E+041
  5.4497974080E+004  2.5441239557E+041
  5.6218529119E+004  2.5470496934E+041
  5.7911928684E+004  2.5496829267E+041
  5.9656735457E+004  2.5519647122E+041
  6.1367682629E+004  2.5536552388E+041
  6.3038857015E+004  2.5543481830E+041
  6.4755884462E+004  2.5551942887E+041
  6.6425986896E+004  2.5553072126E+041
  6.8132118413E+004  2.5548712289E+041
  6.9842118413E+004  2.5530746039E+041
  7.1552118413E+004  2.5504774095E+041
  7.3262118413E+004  2.5477611590E+041
  7.4972118413E+004  2.5440786186E+041
  7.6682118413E+004  2.5399573270E+041
  7.8297118413E+004  2.5364259701E+041
  8.0007118413E+004  2.5321222633E+041
  8.1717118413E+004  2.5275238061E+041
  8.3427118413E+004  2.5232273970E+041
  8.5137118413E+004  2.5188498967E+041
  8.6847118413E+004  2.5139608021E+041
  8.8557118413E+004  2.5086596628E+041
  9.0267118413E+004  2.5032260675E+041
  9.1977118413E+004  2.4972847134E+041
  9.3687118413E+004  2.4914216266E+041
  9.5302118413E+004  2.4859802998E+041
  9.7012118413E+004  2.4800156809E+041
  9.8722118413E+004  2.4737969697E+041
  1.0043211841E+005  2.4678709909E+041
  1.0214211841E+005  2.4616436750E+041
  1.0385211841E+005  2.4556413366E+041
  1.0556211841E+005  2.4497103046E+041
  1.0727211841E+005  2.4436503974E+041
  1.0898211841E+005  2.4376570301E+041
  1.1059711841E+005  2.4316438347E+041
  1.1230711841E+005  2.4253202506E+041
  1.1401711841E+005  2.4192347097E+041
  1.1572711841E+005  2.4132273171E+041
  1.1743711841E+005  2.4068977669E+041
  1.1914711841E+005  2.4005572177E+041
  1.2085711841E+005  2.3944930076E+041
  1.2256711841E+005  2.3881576712E+041
  1.2427711841E+005  2.3822595500E+041
  1.2598711841E+005  2.3755669814E+041
  1.2760211841E+005  2.3696685573E+041
  1.2931211841E+005  2.3635602017E+041
  1.3102211841E+005  2.3571548623E+041
  1.3273211841E+005  2.3511215910E+041
  1.3444211841E+005  2.3448696929E+041
  1.3615211841E+005  2.3390457477E+041
  1.3786211841E+005  2.3331208346E+041
  1.3957211841E+005  2.3266615331E+041
  1.4128211841E+005  2.3199316886E+041
  1.4289711841E+005  2.3157352104E+041
  1.4460711841E+005  2.3100090132E+041
  1.4631711841E+005  2.3041832378E+041
  1.4802711841E+005  2.2976910225E+041
  1.4973711841E+005  2.2880165750E+041
  1.5144711841E+005  2.2825006983E+041
  1.5315711841E+005  2.2726635638E+041
  1.5486711841E+005  2.2670100930E+041
  1.5657711841E+005  2.2618845940E+041
  1.5828711841E+005  2.2563334982E+041
  1.5990211841E+005  2.2510862873E+041
  1.6161211841E+005  2.2459450702E+041
  1.6332211841E+005  2.2404305490E+041
  1.6503211841E+005  2.2357899032E+041
  1.6674211841E+005  2.2305282128E+041
  1.6845211841E+005  2.2254729390E+041
  1.7016211841E+005  2.2194528450E+041
  1.7187211841E+005  2.2142137258E+041
  1.7358211841E+005  2.2098938636E+041
  1.7519711841E+005  2.2032094854E+041
  1.7690711841E+005  2.1996306167E+041
  1.7861711841E+005  2.1953988135E+041
  1.8032711841E+005  2.1884527825E+041
  1.8203711841E+005  2.1846799550E+041
  1.8374711841E+005  2.1789911704E+041
  1.8545711841E+005  2.1746398568E+041
  1.8716711841E+005  2.1697778838E+041
  1.8887711841E+005  2.1651203037E+041
  1.9058711841E+005  2.1604760972E+041
  1.9220211841E+005  2.1560086218E+041
  1.9391211841E+005  2.1513507952E+041
  1.9562211841E+005  2.1467289168E+041
  1.9733211841E+005  2.1422005024E+041
  1.9904211841E+005  2.1375956212E+041
  2.0075211841E+005  2.1329370035E+041
  2.0246211841E+005  2.1281962431E+041
  2.0417211841E+005  2.1235533301E+041
  2.0588211841E+005  2.1191741334E+041
  2.0749711841E+005  2.1150809916E+041
  2.0920711841E+005  2.1108378364E+041
  2.1091711841E+005  2.1066847740E+041
  2.1262711841E+005  2.1023384250E+041
  2.1433711841E+005  2.0979686219E+041
  2.1604711841E+005  2.0935813352E+041
  2.1775711841E+005  2.0891019440E+041
  2.1946711841E+005  2.0846298123E+041
  2.2117711841E+005  2.0803758509E+041
  2.2288711841E+005  2.0760084545E+041
  2.2450211841E+005  2.0719787086E+041
  2.2621211841E+005  2.0676743360E+041
  2.2792211841E+005  2.0634485810E+041
  2.2963211841E+005  2.0593356495E+041
  2.3134211841E+005  2.0550699942E+041
  2.3305211841E+005  2.0510670751E+041
  2.3476211841E+005  2.0470573442E+041
  2.3647211841E+005  2.0430734370E+041
  2.3818211841E+005  2.0391874926E+041
  2.3979711841E+005  2.0354838930E+041
  2.4150711841E+005  2.0315747406E+041
  2.4321711841E+005  2.0277223778E+041
  2.4492711841E+005  2.0238338748E+041
  2.4663711841E+005  2.0198682429E+041
  2.4834711841E+005  2.0159010716E+041
  2.5005711841E+005  2.0119304346E+041
  2.5176711841E+005  2.0079040484E+041
  2.5347711841E+005  2.0038679211E+041
  2.5518711841E+005  1.9998366775E+041
  2.5680211841E+005  1.9960646714E+041
  2.5851211841E+005  1.9921173758E+041
  2.6022211841E+005  1.9882296072E+041
  2.6193211841E+005  1.9844068395E+041
  2.6364211841E+005  1.9806468624E+041
  2.6535211841E+005  1.9769427307E+041
  2.6706211841E+005  1.9732838164E+041
  2.6877211841E+005  1.9696393922E+041
  2.7048211841E+005  1.9659835497E+041
  2.7209711841E+005  1.9625139051E+041
  2.7380711841E+005  1.9588216320E+041
  2.7551711841E+005  1.9551306629E+041
  2.7722711841E+005  1.9514452497E+041
  2.7893711841E+005  1.9477666010E+041
  2.8064711841E+005  1.9440835023E+041
  2.8235711841E+005  1.9403932922E+041
  2.8406711841E+005  1.9366951362E+041
  2.8577711841E+005  1.9329868809E+041
  2.8748711841E+005  1.9292801108E+041
  2.8910211841E+005  1.9257839566E+041
  2.9081211841E+005  1.9221020265E+041
  2.9252211841E+005  1.9184384319E+041
  2.9423211841E+005  1.9147906137E+041
  2.9594211841E+005  1.9111565649E+041
  2.9765211841E+005  1.9075366289E+041
  2.9936211841E+005  1.9039343354E+041
