   0.000000000E+00   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.170094217E+04   0.500000000E+04   0.428777423E+01   0.632050984E+01   0.511010117E+01   0.438649539E+01   0.410969249E+01   0.399225018E+01   0.539114926E+01   0.533882233E+01   0.459393770E+01   0.404777423E+01   0.360097134E+01
   0.340096388E+04   0.500000000E+04   0.353555159E+01   0.556828720E+01   0.435787853E+01   0.363427275E+01   0.335746986E+01   0.324002754E+01   0.463892663E+01   0.458659969E+01   0.384171506E+01   0.329555159E+01   0.284874870E+01
   0.510113419E+04   0.500000000E+04   0.341814399E+01   0.545087961E+01   0.424047093E+01   0.351686515E+01   0.324006226E+01   0.312261994E+01   0.452151903E+01   0.446919209E+01   0.372430746E+01   0.317814399E+01   0.273134110E+01
   0.680042250E+04   0.500000000E+04   0.370591903E+01   0.573865464E+01   0.452824597E+01   0.380464019E+01   0.352783730E+01   0.341039498E+01   0.480929406E+01   0.475696713E+01   0.401208250E+01   0.346591903E+01   0.301911614E+01
   0.850020341E+04   0.500000000E+04   0.500511621E+01   0.703785182E+01   0.582744315E+01   0.510383737E+01   0.482703448E+01   0.470959216E+01   0.610849124E+01   0.605616431E+01   0.531127968E+01   0.476511621E+01   0.431831332E+01
   0.102007076E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.119016453E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.136011326E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.153021666E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.170021607E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.187027776E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.204019136E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.221023020E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.238010572E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.255031908E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.272011467E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.289031783E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.306027621E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.323003532E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.340010286E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.357004380E+05   0.163947182E+06  -0.151521724E+02  -0.164121724E+02  -0.158621724E+02  -0.152721724E+02  -0.148621724E+02  -0.144921724E+02  -0.171821724E+02  -0.158621724E+02  -0.155221724E+02  -0.153621724E+02  -0.151821724E+02
   0.374001165E+05   0.976076096E+05  -0.146566646E+02  -0.158666646E+02  -0.153466646E+02  -0.147702143E+02  -0.143766646E+02  -0.140202143E+02  -0.166402143E+02  -0.153366646E+02  -0.150166646E+02  -0.148666646E+02  -0.147002143E+02
   0.391001226E+05   0.808104235E+05  -0.145702244E+02  -0.157596708E+02  -0.152502244E+02  -0.146807781E+02  -0.142907781E+02  -0.139402244E+02  -0.165302244E+02  -0.152402244E+02  -0.149207781E+02  -0.147802244E+02  -0.146202244E+02
   0.408011362E+05   0.719484078E+05  -0.145642785E+02  -0.157370254E+02  -0.152370254E+02  -0.146770254E+02  -0.142942785E+02  -0.139342785E+02  -0.165097722E+02  -0.152270254E+02  -0.149170254E+02  -0.147742785E+02  -0.146142785E+02
   0.425031920E+05   0.659295183E+05  -0.145823091E+02  -0.157425956E+02  -0.152523091E+02  -0.147020226E+02  -0.143123091E+02  -0.139620226E+02  -0.165223091E+02  -0.152423091E+02  -0.149323091E+02  -0.147923091E+02  -0.146420226E+02
   0.442045416E+05   0.614916826E+05  -0.146240585E+02  -0.157646565E+02  -0.152746565E+02  -0.147343575E+02  -0.143540585E+02  -0.140040585E+02  -0.165446565E+02  -0.152646565E+02  -0.149643575E+02  -0.148340585E+02  -0.146743575E+02
   0.459043561E+05   0.580632411E+05  -0.146654196E+02  -0.157974497E+02  -0.153154196E+02  -0.147754196E+02  -0.143954196E+02  -0.140454196E+02  -0.165774497E+02  -0.153054196E+02  -0.150054196E+02  -0.148754196E+02  -0.147233894E+02
   0.476040883E+05   0.552612451E+05  -0.147136352E+02  -0.158334583E+02  -0.153585468E+02  -0.148236352E+02  -0.144436352E+02  -0.140987236E+02  -0.166134583E+02  -0.153485468E+02  -0.150536352E+02  -0.149236352E+02  -0.147736352E+02
   0.493002627E+05   0.529288016E+05  -0.147635958E+02  -0.158723775E+02  -0.154023775E+02  -0.148735958E+02  -0.144948141E+02  -0.141535958E+02  -0.166523775E+02  -0.153923775E+02  -0.151035958E+02  -0.149735958E+02  -0.148248141E+02
   0.510063299E+05   0.509299611E+05  -0.148170157E+02  -0.159202401E+02  -0.154502401E+02  -0.149270157E+02  -0.145537912E+02  -0.142070157E+02  -0.167002401E+02  -0.154402401E+02  -0.151570157E+02  -0.150270157E+02  -0.148837912E+02
   0.527080230E+05   0.491987741E+05  -0.148693235E+02  -0.159659164E+02  -0.154976200E+02  -0.149793235E+02  -0.146093235E+02  -0.142610271E+02  -0.167459164E+02  -0.154876200E+02  -0.152076200E+02  -0.150793235E+02  -0.149393235E+02
   0.544067065E+05   0.476823936E+05  -0.149228138E+02  -0.160103652E+02  -0.155465895E+02  -0.150328138E+02  -0.146628138E+02  -0.143190380E+02  -0.167903652E+02  -0.155365895E+02  -0.152565895E+02  -0.151328138E+02  -0.149928138E+02
